address,price,beds,bath,size,place
0 McCormack Road,"$65,000",12.6 Acres,,,"Albany, NY, 12208"
428 Magazine St Street,"$264,900",4 Beds,2 Baths,"2,051 Sq. Ft.","Albany, NY, 12203"
36 Fairfield Avenue,"$429,900",5 Beds,,,"Albany, NY, 12205"
450 Clinton Ave Avenue,"$199,000",5 Beds,3 Baths,"2,644 Sq. Ft.","Albany, NY, 12206"
32 2nd Avenue,"$180,000",4 Beds,,,"Albany, NY, 12202"
82 Oxford Road,"$289,900",4 Beds,2 Baths,"1,732 Sq. Ft.","Albany, NY, 12203"
5 Robin Street,"$99,999",2 Beds,2 Baths,"1,320 Sq. Ft.","Albany, NY, 12206"
436 Magazine Street,"$325,000",6 Beds,,,"Albany, NY, 12203"
412 2nd Avenue,"$249,999",6 Beds,2 Baths,,"Albany, NY, 12209"
33 Myrtle Avenue,"$174,900",4 Beds,,,"Albany, NY, 12202"
555 Washington Avenue,"$269,900",6 Beds,"3,724 Sq. Ft.",,"Albany, NY, 12206"
108 4th Avenue,"$15,000",0.07 Acres,,,"Albany, NY, 12202"
64 Alexander Street,"$24,000",0.03 Acres,,,"Albany, NY, 12202"
53 Sand Creek Road,"$259,000",5 Beds,"2,264 Sq. Ft.",,"Albany, NY, 12205"
1 Andriana Lane,"$425,000",3 Beds,3 Baths,"2,306 Sq. Ft.","Albany, NY, 12204"
39 Irving Street,"$283,000",2 Beds,,,"Albany, NY, 12202"
6 Ormond Street,"$210,000",2 Beds,1 Bath,"1,123 Sq. Ft.","Albany, NY, 12203"
645 Cortland Street,"$518,000",4 Beds,4 Baths,"3,858 Sq. Ft.","Albany, NY, 12203"
252-254 2nd Ave,"$25,000",0.12 Acres,,,"Albany, NY, 12209"
3 Cuyler Street,"$110,000",4 Beds,,,"Albany, NY, 12202"
56 Liebel Street,"$126,000",3 Beds,1 Bath,880 Sq. Ft.,"Albany, NY, 12202"
141 Everett Road,"$335,000",3 Beds,2 Baths,"1,326 Sq. Ft.","Albany, NY, 12205"
16-22 Trinity Place,"$995,000",16 Beds,"11,750 Sq. Ft.",,"Albany, NY, 12202"
15 Oneida Terrace,"$225,000",5 Beds,"1,711 Sq. Ft.",,"Albany, NY, 12209"
563 S Pearl Street,"$65,000",0 Acres,,,"Albany, NY, 12202"
70 Osborne Street,"$69,900",3 Beds,1 Bath,960 Sq. Ft.,"Albany, NY, 12202"
540 Western Avenue,"$625,000",5 Beds,"3,931 Sq. Ft.",,"Albany, NY, 12203"
409 Elk,"$185,000",6 Beds,2 Baths,,"Albany, NY, 12206"
28 Robin Street,"$575,000",9 Beds,"6,032 Sq. Ft.",,"Albany, NY, 12206"
183 N Main Avenue,"$799,000",10 Beds,"7,952 Sq. Ft.",,"Albany, NY, 12206"
555 1st Street,"$139,000",6 Beds,,,"Albany, NY, 12206"
38 Southern Boulevard,"$129,900",3 Beds,1 Bath,"1,132 Sq. Ft.","Albany, NY, 12209"
284 Morton Avenue,"$160,000",6 Beds,"2,444 Sq. Ft.",,"Albany, NY, 12209"
79 Morris Road,"$45,900",0.48 Acres,,,"Albany, NY, 12304"
119 Chestnut,"$287,000",4 Beds,3 Baths,"2,979 Sq. Ft.","Albany, NY, 12210"
81 Morris Road,"$49,900",0.48 Acres,,,"Albany, NY, 12304"
326A Consaul Road,"$25,000",0.74 Acres,,,"Albany, NY, 12205"
127 Southern Boulevard,"$575,000",3 Beds,3 Baths,,"Albany, NY, 12209"
438 Magazine Street,"$249,900",4 Beds,2 Baths,"1,288 Sq. Ft.","Albany, NY, 12203"
231 2nd Avenue,"$130,000",3 Beds,1 Bath,"1,347 Sq. Ft.","Albany, NY, 12209"
527 Hamilton Street,"$139,000",4 Beds,2 Baths,"1,893 Sq. Ft.","Albany, NY, 12203"
491 Myrtle Avenue,"$180,000",3 Beds,2 Baths,"1,566 Sq. Ft.","Albany, NY, 12208"
420 Manning Boulevard,"$325,000",6 Beds,"2,656 Sq. Ft.",,"Albany, NY, 12206"
"Albany, 12211","$750,400",3 Beds,2 Baths,"2,011 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$837,400",3 Beds,3 Baths,"3,112 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$785,400",3 Beds,3 Baths,"2,706 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$735,400",2 Beds,3 Baths,"2,011 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$795,400",3 Beds,3 Baths,"2,226 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$705,400",2 Beds,2 Baths,"1,976 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$815,400",4 Beds,3 Baths,"2,883 Sq. Ft.","Albany, NY, 12211"
"Albany, 12211","$807,400",4 Beds,3 Baths,"2,862 Sq. Ft.","Albany, NY, 12211"
271 Western Avenue,"$229,000",5 Beds,,,"Albany, NY, 12203"
70 Frederick Avenue,"$234,900",4 Beds,2 Baths,"1,338 Sq. Ft.","Albany, NY, 12205"
118 N Allen Street,"$235,000",4 Beds,"1,924 Sq. Ft.",,"Albany, NY, 12203"
132 Hamilton Street,"$207,000",4 Beds,"2,896 Sq. Ft.",,"Albany, NY, 12207"
75 New Shaker Road,"$439,800",3 Beds,2 Baths,"1,812 Sq. Ft.","Albany, NY, 12205"
33 Arcadia Court,"$249,000",2 Beds,1 Bath,"1,166 Sq. Ft.","Albany, NY, 12205"
1290 Broadway,"$180,000",3 Beds,1 Bath,"1,480 Sq. Ft.","Albany, NY, 12204"
44 Alexander Street,"$199,000",6 Beds,"3,174 Sq. Ft.",,"Albany, NY, 12202"
198 Holmes Dale,"$399,900",4 Beds,3 Baths,"2,411 Sq. Ft.","Albany, NY, 12208"
3 Kakely Street,"$274,900",4 Beds,4 Baths,"1,816 Sq. Ft.","Albany, NY, 12208"
1 Hawthorne Avenue,"$279,900",4 Beds,3 Baths,"1,800 Sq. Ft.","Albany, NY, 12203"
131 Shaker Road,"$249,900",3 Beds,2 Baths,876 Sq. Ft.,"Albany, NY, 12211"
3 Elberon Place,"$3,300,000",29 Beds,,,"Albany, NY, 12203"
23 Twiller Street,"$179,900",3 Beds,1 Bath,"1,246 Sq. Ft.","Albany, NY, 12209"
1025 Washington Ave Avenue,"$279,900",3 Beds,2 Baths,"2,106 Sq. Ft.","Albany, NY, 12206"
118 Philip Street,"$339,000",5 Beds,"3,048 Sq. Ft.",,"Albany, NY, 12202"
49 Albany Street,"$149,900",3 Beds,2 Baths,"1,932 Sq. Ft.","Albany, NY, 12204"
36 Woodridge Street,"$229,000",3 Beds,1 Bath,"1,176 Sq. Ft.","Albany, NY, 12203"
25B Pine Lane Apt 2,"$150,000",2 Beds,1 Bath,870 Sq. Ft.,"Albany, NY, 12203"
